age_group,year,a,s1,s2,t,deaths,population
75,2003,16,19,69,1,0,20
80,2003,17,19,69,1,0,26
85,2003,18,19,69,1,0,11
0,2004,0,19,69,2,0,10
1,2004,1,19,69,2,0,27
5,2004,2,19,69,2,0,37
10,2004,3,19,69,2,0,40
15,2004,4,19,69,2,0,29
20,2004,5,19,69,2,0,42
25,2004,6,19,69,2,0,86
30,2004,7,19,69,2,0,70
35,2004,8,19,69,2,0,63
40,2004,9,19,69,2,0,52
45,2004,10,19,69,2,0,53
50,2004,11,19,69,2,0,38
55,2004,12,19,69,2,0,34
60,2004,13,19,69,2,0,31
65,2004,14,19,69,2,0,27
70,2004,15,19,69,2,0,26
75,2004,16,19,69,2,0,19
80,2004,17,19,69,2,0,25
85,2004,18,19,69,2,0,12
0,2005,0,19,69,3,0,8
1,2005,1,19,69,3,0,29
5,2005,2,19,69,3,0,29
10,2005,3,19,69,3,0,35
15,2005,4,19,69,3,0,35
20,2005,5,19,69,3,0,57
25,2005,6,19,69,3,0,84
30,2005,7,19,69,3,0,71
35,2005,8,19,69,3,0,66
40,2005,9,19,69,3,0,54
45,2005,10,19,69,3,0,54
50,2005,11,19,69,3,0,44
55,2005,12,19,69,3,0,27
60,2005,13,19,69,3,0,32
65,2005,14,19,69,3,0,29
70,2005,15,19,69,3,0,28
75,2005,16,19,69,3,0,18
80,2005,17,19,69,3,0,23
85,2005,18,19,69,3,0,11
0,2006,0,19,69,4,0,15
1,2006,1,19,69,4,0,26
5,2006,2,19,69,4,0,24
10,2006,3,19,69,4,0,31
15,2006,4,19,69,4,0,43
20,2006,5,19,69,4,0,56
25,2006,6,19,69,4,0,99
30,2006,7,19,69,4,0,64
35,2006,8,19,69,4,0,65
40,2006,9,19,69,4,0,47
45,2006,10,19,69,4,0,60
50,2006,11,19,69,4,0,41
55,2006,12,19,69,4,0,31
60,2006,13,19,69,4,0,34
65,2006,14,19,69,4,0,24
70,2006,15,19,69,4,0,34
75,2006,16,19,69,4,0,21
80,2006,17,19,69,4,0,26
85,2006,18,19,69,4,0,11
0,2007,0,19,69,5,0,8
1,2007,1,19,69,5,0,35
5,2007,2,19,69,5,0,25
10,2007,3,19,69,5,0,31
15,2007,4,19,69,5,0,45
20,2007,5,19,69,5,0,77
25,2007,6,19,69,5,0,96
30,2007,7,19,69,5,0,64
35,2007,8,19,69,5,0,65
40,2007,9,19,69,5,0,48
45,2007,10,19,69,5,0,61
50,2007,11,19,69,5,0,39
55,2007,12,19,69,5,0,37
60,2007,13,19,69,5,0,31
65,2007,14,19,69,5,0,32
70,2007,15,19,69,5,0,33
75,2007,16,19,69,5,0,23
80,2007,17,19,69,5,0,25
85,2007,18,19,69,5,0,11
0,2008,0,19,69,6,0,6
1,2008,1,19,69,6,0,23
5,2008,2,19,69,6,0,30
10,2008,3,19,69,6,0,27
15,2008,4,19,69,6,0,50
20,2008,5,19,69,6,0,64
25,2008,6,19,69,6,0,91
30,2008,7,19,69,6,0,63
35,2008,8,19,69,6,0,84
40,2008,9,19,69,6,0,47
45,2008,10,19,69,6,0,58
50,2008,11,19,69,6,0,48
55,2008,12,19,69,6,0,34
60,2008,13,19,69,6,0,32
65,2008,14,19,69,6,0,33
70,2008,15,19,69,6,0,26
75,2008,16,19,69,6,0,24
80,2008,17,19,69,6,0,23
85,2008,18,19,69,6,0,16
0,2009,0,19,69,7,0,5
1,2009,1,19,69,7,0,21
5,2009,2,19,69,7,1,33
10,2009,3,19,69,7,0,25
15,2009,4,19,69,7,0,53
20,2009,5,19,69,7,0,62
25,2009,6,19,69,7,0,81
30,2009,7,19,69,7,0,74
35,2009,8,19,69,7,0,70
40,2009,9,19,69,7,0,54
45,2009,10,19,69,7,0,55
50,2009,11,19,69,7,0,48
55,2009,12,19,69,7,0,34
60,2009,13,19,69,7,0,35
65,2009,14,19,69,7,0,31
70,2009,15,19,69,7,0,30
75,2009,16,19,69,7,0,18
80,2009,17,19,69,7,0,22
85,2009,18,19,69,7,0,15
0,2010,0,19,69,8,0,4
1,2010,1,19,69,8,1,22
5,2010,2,19,69,8,0,33
10,2010,3,19,69,8,0,28
15,2010,4,19,69,8,0,43
20,2010,5,19,69,8,0,80
25,2010,6,19,69,8,0,83
30,2010,7,19,69,8,0,75
35,2010,8,19,69,8,0,65
40,2010,9,19,69,8,0,60
45,2010,10,19,69,8,0,53
50,2010,11,19,69,8,0,52
55,2010,12,19,69,8,0,43
60,2010,13,19,69,8,0,31
65,2010,14,19,69,8,0,31
70,2010,15,19,69,8,0,33
75,2010,16,19,69,8,0,25
80,2010,17,19,69,8,0,19
85,2010,18,19,69,8,0,15
0,2011,0,19,69,9,0,13
1,2011,1,19,69,9,0,20
5,2011,2,19,69,9,0,36
10,2011,3,19,69,9,0,20
15,2011,4,19,69,9,0,32
20,2011,5,19,69,9,0,100
25,2011,6,19,69,9,0,83
30,2011,7,19,69,9,0,76
35,2011,8,19,69,9,0,66
40,2011,9,19,69,9,0,54
45,2011,10,19,69,9,0,49
50,2011,11,19,69,9,0,50
55,2011,12,19,69,9,0,41
60,2011,13,19,69,9,0,31
65,2011,14,19,69,9,0,34
70,2011,15,19,69,9,0,25
75,2011,16,19,69,9,0,26
80,2011,17,19,69,9,0,15
85,2011,18,19,69,9,0,22
0,2012,0,19,69,10,0,9
1,2012,1,19,69,10,0,28
5,2012,2,19,69,10,0,44
10,2012,3,19,69,10,0,16
15,2012,4,19,69,10,0,30
20,2012,5,19,69,10,0,77
25,2012,6,19,69,10,0,77
30,2012,7,19,69,10,0,85
35,2012,8,19,69,10,0,65
40,2012,9,19,69,10,0,56
45,2012,10,19,69,10,0,46
50,2012,11,19,69,10,0,60
55,2012,12,19,69,10,0,42
60,2012,13,19,69,10,0,34
65,2012,14,19,69,10,0,34
70,2012,15,19,69,10,0,25
75,2012,16,19,69,10,0,24
80,2012,17,19,69,10,0,18
85,2012,18,19,69,10,0,18
0,2013,0,19,69,11,0,8
1,2013,1,19,69,11,0,22
5,2013,2,19,69,11,0,43
10,2013,3,19,69,11,0,20
15,2013,4,19,69,11,0,29
20,2013,5,19,69,11,0,61
25,2013,6,19,69,11,0,78
30,2013,7,19,69,11,0,83
35,2013,8,19,69,11,0,76
40,2013,9,19,69,11,0,59
45,2013,10,19,69,11,0,41
50,2013,11,19,69,11,0,64
55,2013,12,19,69,11,0,44
60,2013,13,19,69,11,0,36
65,2013,14,19,69,11,0,33
70,2013,15,19,69,11,0,24
75,2013,16,19,69,11,0,25
80,2013,17,19,69,11,0,17
85,2013,18,19,69,11,0,19
0,2014,0,19,69,12,0,8
1,2014,1,19,69,12,0,24
5,2014,2,19,69,12,0,40
10,2014,3,19,69,12,0,18
15,2014,4,19,69,12,0,27
20,2014,5,19,69,12,0,57
25,2014,6,19,69,12,0,77
30,2014,7,19,69,12,0,89
35,2014,8,19,69,12,0,74
40,2014,9,19,69,12,0,57
45,2014,10,19,69,12,0,49
50,2014,11,19,69,12,0,73
55,2014,12,19,69,12,0,42
60,2014,13,19,69,12,0,36
65,2014,14,19,69,12,0,33
70,2014,15,19,69,12,0,24
75,2014,16,19,69,12,0,28
80,2014,17,19,69,12,0,15
85,2014,18,19,69,12,0,16
0,2015,0,19,69,13,0,4
1,2015,1,19,69,13,0,26
5,2015,2,19,69,13,1,45
10,2015,3,19,69,13,0,19
15,2015,4,19,69,13,0,25
20,2015,5,19,69,13,0,60
25,2015,6,19,69,13,0,70
30,2015,7,19,69,13,0,88
35,2015,8,19,69,13,0,68
40,2015,9,19,69,13,0,67
45,2015,10,19,69,13,0,49
50,2015,11,19,69,13,0,62
55,2015,12,19,69,13,0,46
60,2015,13,19,69,13,0,31
65,2015,14,19,69,13,0,31
70,2015,15,19,69,13,0,24
75,2015,16,19,69,13,0,30
80,2015,17,19,69,13,0,14
85,2015,18,19,69,13,0,18
0,2016,0,19,69,14,0,5
1,2016,1,19,69,14,0,34
5,2016,2,19,69,14,0,54
10,2016,3,19,69,14,0,23
15,2016,4,19,69,14,0,29
20,2016,5,19,69,14,0,52
25,2016,6,19,69,14,0,72
30,2016,7,19,69,14,0,80
35,2016,8,19,69,14,0,66
40,2016,9,19,69,14,0,69
45,2016,10,19,69,14,0,53
50,2016,11,19,69,14,0,65
55,2016,12,19,69,14,0,47
60,2016,13,19,69,14,0,27
65,2016,14,19,69,14,0,36
70,2016,15,19,69,14,0,27
75,2016,16,19,69,14,0,26
80,2016,17,19,69,14,0,17
85,2016,18,19,69,14,0,19
0,2017,0,19,69,15,0,5
1,2017,1,19,69,15,0,29
5,2017,2,19,69,15,1,54
10,2017,3,19,69,15,0,34
15,2017,4,19,69,15,0,28
20,2017,5,19,69,15,0,50
25,2017,6,19,69,15,0,78
30,2017,7,19,69,15,0,81
35,2017,8,19,69,15,0,61
40,2017,9,19,69,15,0,75
45,2017,10,19,69,15,0,56
50,2017,11,19,69,15,0,67
55,2017,12,19,69,15,0,50
60,2017,13,19,69,15,0,24
65,2017,14,19,69,15,0,31
70,2017,15,19,69,15,0,24
75,2017,16,19,69,15,0,27
80,2017,17,19,69,15,0,15
85,2017,18,19,69,15,0,19
0,2018,0,19,69,16,0,8
1,2018,1,19,69,16,0,25
5,2018,2,19,69,16,0,61
10,2018,3,19,69,16,1,31
15,2018,4,19,69,16,0,32
20,2018,5,19,69,16,0,53
25,2018,6,19,69,16,0,67
30,2018,7,19,69,16,0,81
35,2018,8,19,69,16,0,64
40,2018,9,19,69,16,0,75
45,2018,10,19,69,16,0,56
50,2018,11,19,69,16,0,66
55,2018,12,19,69,16,0,41
60,2018,13,19,69,16,0,27
65,2018,14,19,69,16,0,31
70,2018,15,19,69,16,0,24
75,2018,16,19,69,16,0,27
80,2018,17,19,69,16,0,14
85,2018,18,19,69,16,0,20
0,2019,0,19,69,17,0,9
1,2019,1,19,69,17,0,25
5,2019,2,19,69,17,0,66
10,2019,3,19,69,17,0,32
15,2019,4,19,69,17,1,33
20,2019,5,19,69,17,0,48
25,2019,6,19,69,17,0,60
30,2019,7,19,69,17,0,84
35,2019,8,19,69,17,0,65
40,2019,9,19,69,17,0,68
45,2019,10,19,69,17,0,58
50,2019,11,19,69,17,0,70
55,2019,12,19,69,17,0,47
60,2019,13,19,69,17,0,30
65,2019,14,19,69,17,0,34
70,2019,15,19,69,17,0,24
75,2019,16,19,69,17,0,25
80,2019,17,19,69,17,0,14
85,2019,18,19,69,17,0,17
0,2002,0,19,70,0,0,9
1,2002,1,19,70,0,0,49
5,2002,2,19,70,0,0,32
10,2002,3,19,70,0,0,33
15,2002,4,19,70,0,0,28
20,2002,5,19,70,0,0,43
25,2002,6,19,70,0,0,79
30,2002,7,19,70,0,0,112
35,2002,8,19,70,0,0,72
40,2002,9,19,70,0,0,48
45,2002,10,19,70,0,0,35
50,2002,11,19,70,0,0,34
55,2002,12,19,70,0,0,33
60,2002,13,19,70,0,0,17
65,2002,14,19,70,0,0,16
70,2002,15,19,70,0,0,12
75,2002,16,19,70,0,0,7
80,2002,17,19,70,0,0,0
85,2002,18,19,70,0,0,4
0,2003,0,19,70,1,0,13
1,2003,1,19,70,1,0,45
5,2003,2,19,70,1,0,38
10,2003,3,19,70,1,0,30
15,2003,4,19,70,1,0,32
20,2003,5,19,70,1,0,28
25,2003,6,19,70,1,0,84
30,2003,7,19,70,1,0,107
35,2003,8,19,70,1,0,72
40,2003,9,19,70,1,0,49
45,2003,10,19,70,1,0,40
50,2003,11,19,70,1,0,38
55,2003,12,19,70,1,0,29
60,2003,13,19,70,1,0,22
65,2003,14,19,70,1,0,13
70,2003,15,19,70,1,0,11
75,2003,16,19,70,1,0,7
80,2003,17,19,70,1,0,0
85,2003,18,19,70,1,0,3
0,2004,0,19,70,2,0,11
1,2004,1,19,70,2,0,55
5,2004,2,19,70,2,0,39
10,2004,3,19,70,2,0,28
15,2004,4,19,70,2,0,35
20,2004,5,19,70,2,0,43
25,2004,6,19,70,2,0,70
30,2004,7,19,70,2,0,103
35,2004,8,19,70,2,0,87
40,2004,9,19,70,2,0,50
45,2004,10,19,70,2,0,32
50,2004,11,19,70,2,0,39
55,2004,12,19,70,2,0,29
60,2004,13,19,70,2,0,23
65,2004,14,19,70,2,0,18
70,2004,15,19,70,2,0,10
75,2004,16,19,70,2,0,9
80,2004,17,19,70,2,0,0
85,2004,18,19,70,2,0,3
0,2005,0,19,70,3,0,10
1,2005,1,19,70,3,0,46
5,2005,2,19,70,3,0,38
10,2005,3,19,70,3,0,28
15,2005,4,19,70,3,0,31
20,2005,5,19,70,3,0,45
25,2005,6,19,70,3,0,77
30,2005,7,19,70,3,0,83
35,2005,8,19,70,3,0,89
40,2005,9,19,70,3,0,44
45,2005,10,19,70,3,0,38
50,2005,11,19,70,3,0,37
55,2005,12,19,70,3,0,28
60,2005,13,19,70,3,0,26
65,2005,14,19,70,3,0,21
70,2005,15,19,70,3,0,11
75,2005,16,19,70,3,0,11
80,2005,17,19,70,3,0,1
85,2005,18,19,70,3,0,3
0,2006,0,19,70,4,0,17
1,2006,1,19,70,4,0,42
5,2006,2,19,70,4,0,45
10,2006,3,19,70,4,0,23
15,2006,4,19,70,4,0,34
20,2006,5,19,70,4,0,56
25,2006,6,19,70,4,0,71
30,2006,7,19,70,4,0,81
35,2006,8,19,70,4,0,98
40,2006,9,19,70,4,0,52
45,2006,10,19,70,4,0,40
50,2006,11,19,70,4,0,38
55,2006,12,19,70,4,0,29
60,2006,13,19,70,4,0,26
65,2006,14,19,70,4,0,23
70,2006,15,19,70,4,0,10
75,2006,16,19,70,4,0,15
80,2006,17,19,70,4,0,2
85,2006,18,19,70,4,0,3
0,2007,0,19,70,5,1,19
1,2007,1,19,70,5,0,49
5,2007,2,19,70,5,0,43
10,2007,3,19,70,5,0,28
15,2007,4,19,70,5,0,30
20,2007,5,19,70,5,0,59
25,2007,6,19,70,5,0,71
30,2007,7,19,70,5,0,80
35,2007,8,19,70,5,0,87
40,2007,9,19,70,5,0,54
45,2007,10,19,70,5,0,39
50,2007,11,19,70,5,0,35
55,2007,12,19,70,5,0,33
60,2007,13,19,70,5,0,29
65,2007,14,19,70,5,0,19
70,2007,15,19,70,5,0,10
75,2007,16,19,70,5,0,19
80,2007,17,19,70,5,0,1
85,2007,18,19,70,5,0,2
0,2008,0,19,70,6,0,18
1,2008,1,19,70,6,0,49
5,2008,2,19,70,6,0,36
10,2008,3,19,70,6,0,27
15,2008,4,19,70,6,0,30
20,2008,5,19,70,6,0,69
25,2008,6,19,70,6,0,78
30,2008,7,19,70,6,0,75
35,2008,8,19,70,6,0,76
40,2008,9,19,70,6,0,48
45,2008,10,19,70,6,0,40
50,2008,11,19,70,6,0,36
55,2008,12,19,70,6,0,33
60,2008,13,19,70,6,0,30
65,2008,14,19,70,6,0,24
70,2008,15,19,70,6,0,11
75,2008,16,19,70,6,0,18
80,2008,17,19,70,6,0,2
85,2008,18,19,70,6,0,1
0,2009,0,19,70,7,0,10
1,2009,1,19,70,7,0,55
5,2009,2,19,70,7,0,42
10,2009,3,19,70,7,0,27
15,2009,4,19,70,7,0,32
20,2009,5,19,70,7,0,58
25,2009,6,19,70,7,0,90
30,2009,7,19,70,7,0,97
35,2009,8,19,70,7,0,82
40,2009,9,19,70,7,0,51
45,2009,10,19,70,7,0,40
50,2009,11,19,70,7,0,37
55,2009,12,19,70,7,0,30
60,2009,13,19,70,7,0,26
65,2009,14,19,70,7,0,25
70,2009,15,19,70,7,0,15
75,2009,16,19,70,7,0,12
80,2009,17,19,70,7,0,2
85,2009,18,19,70,7,0,1
0,2010,0,19,70,8,0,13
1,2010,1,19,70,8,0,52
5,2010,2,19,70,8,0,34
10,2010,3,19,70,8,0,34
15,2010,4,19,70,8,0,34
20,2010,5,19,70,8,0,61
25,2010,6,19,70,8,0,91
30,2010,7,19,70,8,0,80
35,2010,8,19,70,8,0,90
40,2010,9,19,70,8,0,54
45,2010,10,19,70,8,0,41
50,2010,11,19,70,8,0,41
55,2010,12,19,70,8,0,36
60,2010,13,19,70,8,0,29
65,2010,14,19,70,8,0,21
70,2010,15,19,70,8,0,17
75,2010,16,19,70,8,0,14
80,2010,17,19,70,8,0,3
85,2010,18,19,70,8,0,1
0,2011,0,19,70,9,1,11
1,2011,1,19,70,9,0,53
5,2011,2,19,70,9,0,35
10,2011,3,19,70,9,0,39
15,2011,4,19,70,9,0,29
20,2011,5,19,70,9,0,62
25,2011,6,19,70,9,0,104
30,2011,7,19,70,9,0,89
35,2011,8,19,70,9,0,81
40,2011,9,19,70,9,0,53
45,2011,10,19,70,9,0,43
50,2011,11,19,70,9,0,42
55,2011,12,19,70,9,0,35
60,2011,13,19,70,9,0,28
65,2011,14,19,70,9,0,26
70,2011,15,19,70,9,0,19
75,2011,16,19,70,9,0,9
80,2011,17,19,70,9,0,8
85,2011,18,19,70,9,0,1
0,2012,0,19,70,10,0,6
1,2012,1,19,70,10,0,57
5,2012,2,19,70,10,0,42
10,2012,3,19,70,10,0,29
15,2012,4,19,70,10,0,24
20,2012,5,19,70,10,0,56
25,2012,6,19,70,10,0,105
30,2012,7,19,70,10,1,106
35,2012,8,19,70,10,0,78
40,2012,9,19,70,10,0,52
45,2012,10,19,70,10,0,40
50,2012,11,19,70,10,0,47
55,2012,12,19,70,10,0,32
60,2012,13,19,70,10,0,29
65,2012,14,19,70,10,0,27
70,2012,15,19,70,10,0,16
75,2012,16,19,70,10,0,7
80,2012,17,19,70,10,0,7
85,2012,18,19,70,10,0,2
0,2013,0,19,70,11,0,16
1,2013,1,19,70,11,0,55
5,2013,2,19,70,11,0,47
10,2013,3,19,70,11,0,32
15,2013,4,19,70,11,0,25
20,2013,5,19,70,11,0,50
25,2013,6,19,70,11,0,98
30,2013,7,19,70,11,0,107
35,2013,8,19,70,11,0,87
40,2013,9,19,70,11,0,55
45,2013,10,19,70,11,0,41
50,2013,11,19,70,11,0,53
55,2013,12,19,70,11,0,32
60,2013,13,19,70,11,0,28
65,2013,14,19,70,11,0,30
70,2013,15,19,70,11,0,18
75,2013,16,19,70,11,0,9
80,2013,17,19,70,11,0,6
85,2013,18,19,70,11,0,3
0,2014,0,19,70,12,0,15
1,2014,1,19,70,12,0,59
5,2014,2,19,70,12,0,44
10,2014,3,19,70,12,0,37
15,2014,4,19,70,12,0,25
20,2014,5,19,70,12,0,44
25,2014,6,19,70,12,0,99
30,2014,7,19,70,12,0,108
35,2014,8,19,70,12,0,84
40,2014,9,19,70,12,0,66
45,2014,10,19,70,12,0,45
50,2014,11,19,70,12,0,54
55,2014,12,19,70,12,0,30
60,2014,13,19,70,12,0,29
65,2014,14,19,70,12,0,27
70,2014,15,19,70,12,0,20
75,2014,16,19,70,12,0,10
80,2014,17,19,70,12,0,3
85,2014,18,19,70,12,0,5
0,2015,0,19,70,13,0,14
1,2015,1,19,70,13,0,64
5,2015,2,19,70,13,0,42
10,2015,3,19,70,13,0,34
15,2015,4,19,70,13,0,25
20,2015,5,19,70,13,0,50
25,2015,6,19,70,13,0,85
30,2015,7,19,70,13,0,119
35,2015,8,19,70,13,0,83
40,2015,9,19,70,13,0,70
45,2015,10,19,70,13,0,48
50,2015,11,19,70,13,0,50
55,2015,12,19,70,13,0,34
60,2015,13,19,70,13,0,31
65,2015,14,19,70,13,0,26
70,2015,15,19,70,13,0,19
75,2015,16,19,70,13,0,12
80,2015,17,19,70,13,0,4
85,2015,18,19,70,13,0,4
0,2016,0,19,70,14,0,12
1,2016,1,19,70,14,0,70
5,2016,2,19,70,14,0,54
10,2016,3,19,70,14,0,37
15,2016,4,19,70,14,0,29
20,2016,5,19,70,14,0,44
25,2016,6,19,70,14,0,92
30,2016,7,19,70,14,0,116
35,2016,8,19,70,14,0,74
40,2016,9,19,70,14,0,67
45,2016,10,19,70,14,0,51
50,2016,11,19,70,14,0,52
55,2016,12,19,70,14,0,37
60,2016,13,19,70,14,0,28
65,2016,14,19,70,14,0,28
70,2016,15,19,70,14,0,22
75,2016,16,19,70,14,0,11
80,2016,17,19,70,14,0,5
85,2016,18,19,70,14,0,5
0,2017,0,19,70,15,0,13
1,2017,1,19,70,15,0,61
5,2017,2,19,70,15,0,55
10,2017,3,19,70,15,0,41
15,2017,4,19,70,15,0,21
20,2017,5,19,70,15,0,49
25,2017,6,19,70,15,0,75
30,2017,7,19,70,15,0,118
35,2017,8,19,70,15,0,66
40,2017,9,19,70,15,0,70
45,2017,10,19,70,15,0,48
50,2017,11,19,70,15,0,56
55,2017,12,19,70,15,0,39
60,2017,13,19,70,15,0,29
65,2017,14,19,70,15,0,28
70,2017,15,19,70,15,0,25
75,2017,16,19,70,15,0,10
80,2017,17,19,70,15,0,5
85,2017,18,19,70,15,0,7
0,2018,0,19,70,16,0,9
1,2018,1,19,70,16,0,60
5,2018,2,19,70,16,0,49
10,2018,3,19,70,16,0,43
15,2018,4,19,70,16,0,23
20,2018,5,19,70,16,0,49
25,2018,6,19,70,16,0,74
30,2018,7,19,70,16,0,118
35,2018,8,19,70,16,0,72
40,2018,9,19,70,16,0,80
45,2018,10,19,70,16,0,50
50,2018,11,19,70,16,0,56
55,2018,12,19,70,16,0,41
60,2018,13,19,70,16,0,32
65,2018,14,19,70,16,0,25
70,2018,15,19,70,16,0,25
75,2018,16,19,70,16,0,11
80,2018,17,19,70,16,0,7
85,2018,18,19,70,16,0,5
0,2019,0,19,70,17,0,11
1,2019,1,19,70,17,0,47
5,2019,2,19,70,17,0,52
10,2019,3,19,70,17,0,51
15,2019,4,19,70,17,0,30
20,2019,5,19,70,17,0,49
25,2019,6,19,70,17,0,68
30,2019,7,19,70,17,0,111
35,2019,8,19,70,17,0,84
40,2019,9,19,70,17,0,77
45,2019,10,19,70,17,0,52
50,2019,11,19,70,17,0,58
55,2019,12,19,70,17,0,42
60,2019,13,19,70,17,0,30
65,2019,14,19,70,17,0,26
70,2019,15,19,70,17,0,21
75,2019,16,19,70,17,0,13
80,2019,17,19,70,17,0,6
85,2019,18,19,70,17,0,7
0,2002,0,19,71,0,0,16
1,2002,1,19,71,0,0,58
5,2002,2,19,71,0,0,48
10,2002,3,19,71,0,0,32
15,2002,4,19,71,0,0,24
20,2002,5,19,71,0,0,48
25,2002,6,19,71,0,0,84
30,2002,7,19,71,0,0,98
35,2002,8,19,71,0,0,84
40,2002,9,19,71,0,0,57
45,2002,10,19,71,0,0,37
50,2002,11,19,71,0,0,31
55,2002,12,19,71,0,0,36
60,2002,13,19,71,0,0,25
65,2002,14,19,71,0,0,22
70,2002,15,19,71,0,0,18
75,2002,16,19,71,0,0,23
80,2002,17,19,71,0,0,7
85,2002,18,19,71,0,0,5
0,2003,0,19,71,1,0,10
1,2003,1,19,71,1,0,55
5,2003,2,19,71,1,0,52
10,2003,3,19,71,1,0,33
15,2003,4,19,71,1,0,30
20,2003,5,19,71,1,0,45
25,2003,6,19,71,1,0,77
30,2003,7,19,71,1,0,91
35,2003,8,19,71,1,0,89
40,2003,9,19,71,1,0,63
45,2003,10,19,71,1,0,48
50,2003,11,19,71,1,0,24
55,2003,12,19,71,1,0,42
60,2003,13,19,71,1,0,27
65,2003,14,19,71,1,0,16
70,2003,15,19,71,1,0,12
75,2003,16,19,71,1,0,22
80,2003,17,19,71,1,0,5
85,2003,18,19,71,1,0,6
0,2004,0,19,71,2,1,16
1,2004,1,19,71,2,0,46
5,2004,2,19,71,2,0,50
10,2004,3,19,71,2,0,39
15,2004,4,19,71,2,0,28
20,2004,5,19,71,2,0,49
25,2004,6,19,71,2,0,73
30,2004,7,19,71,2,0,89
35,2004,8,19,71,2,0,91
40,2004,9,19,71,2,0,70
45,2004,10,19,71,2,0,41
50,2004,11,19,71,2,0,32
55,2004,12,19,71,2,0,40
60,2004,13,19,71,2,0,28
65,2004,14,19,71,2,0,22
70,2004,15,19,71,2,0,14
75,2004,16,19,71,2,0,16
80,2004,17,19,71,2,0,7
85,2004,18,19,71,2,0,7
0,2005,0,19,71,3,0,22
1,2005,1,19,71,3,0,52
5,2005,2,19,71,3,0,51
10,2005,3,19,71,3,0,42
15,2005,4,19,71,3,0,31
20,2005,5,19,71,3,0,47
25,2005,6,19,71,3,0,83
30,2005,7,19,71,3,0,88
35,2005,8,19,71,3,0,93
40,2005,9,19,71,3,0,64
45,2005,10,19,71,3,0,42
50,2005,11,19,71,3,0,33
55,2005,12,19,71,3,0,40
60,2005,13,19,71,3,0,28
65,2005,14,19,71,3,0,22
70,2005,15,19,71,3,0,15
75,2005,16,19,71,3,0,20
80,2005,17,19,71,3,0,6
85,2005,18,19,71,3,0,5
0,2006,0,19,71,4,0,16
1,2006,1,19,71,4,0,57
5,2006,2,19,71,4,0,45
10,2006,3,19,71,4,0,49
15,2006,4,19,71,4,0,23
20,2006,5,19,71,4,0,66
25,2006,6,19,71,4,0,72
30,2006,7,19,71,4,0,96
35,2006,8,19,71,4,0,65
40,2006,9,19,71,4,0,83
45,2006,10,19,71,4,0,38
50,2006,11,19,71,4,0,38
55,2006,12,19,71,4,0,38
60,2006,13,19,71,4,0,26
65,2006,14,19,71,4,0,26
70,2006,15,19,71,4,0,12
75,2006,16,19,71,4,0,21
80,2006,17,19,71,4,0,6
85,2006,18,19,71,4,0,9
0,2007,0,19,71,5,0,15
1,2007,1,19,71,5,0,58
5,2007,2,19,71,5,0,41
10,2007,3,19,71,5,0,40
15,2007,4,19,71,5,0,29
20,2007,5,19,71,5,0,49
25,2007,6,19,71,5,0,96
30,2007,7,19,71,5,0,84
35,2007,8,19,71,5,0,75
40,2007,9,19,71,5,0,66
45,2007,10,19,71,5,0,39
50,2007,11,19,71,5,0,39
55,2007,12,19,71,5,0,34
60,2007,13,19,71,5,0,30
65,2007,14,19,71,5,0,18
70,2007,15,19,71,5,0,14
75,2007,16,19,71,5,0,17
80,2007,17,19,71,5,0,9
85,2007,18,19,71,5,0,10
0,2008,0,19,71,6,0,13
1,2008,1,19,71,6,0,62
5,2008,2,19,71,6,0,47
10,2008,3,19,71,6,0,45
15,2008,4,19,71,6,0,24
20,2008,5,19,71,6,0,47
25,2008,6,19,71,6,0,77
30,2008,7,19,71,6,0,78
35,2008,8,19,71,6,0,78
40,2008,9,19,71,6,0,72
45,2008,10,19,71,6,0,46
50,2008,11,19,71,6,0,44
55,2008,12,19,71,6,0,27
60,2008,13,19,71,6,0,29
65,2008,14,19,71,6,0,24
70,2008,15,19,71,6,0,10
75,2008,16,19,71,6,0,18
80,2008,17,19,71,6,0,8
85,2008,18,19,71,6,0,7
0,2009,0,19,71,7,0,14
1,2009,1,19,71,7,0,56
5,2009,2,19,71,7,0,50
10,2009,3,19,71,7,0,44
15,2009,4,19,71,7,0,32
20,2009,5,19,71,7,0,56
25,2009,6,19,71,7,0,68
30,2009,7,19,71,7,0,72
35,2009,8,19,71,7,0,71
40,2009,9,19,71,7,0,73
45,2009,10,19,71,7,0,40
50,2009,11,19,71,7,0,39
55,2009,12,19,71,7,0,33
60,2009,13,19,71,7,0,32
65,2009,14,19,71,7,0,23
70,2009,15,19,71,7,0,17
75,2009,16,19,71,7,0,20
80,2009,17,19,71,7,0,9
85,2009,18,19,71,7,0,6
0,2010,0,19,71,8,0,14
1,2010,1,19,71,8,0,58
5,2010,2,19,71,8,0,53
10,2010,3,19,71,8,0,43
15,2010,4,19,71,8,0,33
20,2010,5,19,71,8,0,51
25,2010,6,19,71,8,0,68
30,2010,7,19,71,8,0,65
35,2010,8,19,71,8,0,82
40,2010,9,19,71,8,0,70
45,2010,10,19,71,8,0,45
50,2010,11,19,71,8,0,36
55,2010,12,19,71,8,0,35
60,2010,13,19,71,8,0,37
65,2010,14,19,71,8,0,26
70,2010,15,19,71,8,0,14
75,2010,16,19,71,8,0,9
80,2010,17,19,71,8,0,12
85,2010,18,19,71,8,0,6
0,2011,0,19,71,9,0,8
1,2011,1,19,71,9,0,58
